permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-6922,Issued,"Building Permit No Plan Check",11/11/2025,11/17/2025,"130 Calle Petite Sarah Sonoma [SON]",142-221-004,$374.76,$0.00,"SFD Replace (E) Fireplace Insert & Replace (E) One-Sided Direct-Vent Gas Fireplace w/ Metal Flue with (N) Two-Sided Direct Vent Gas Fireplace w/ Metal Flue"
BLD25-6932,Issued,"Building Permit No Plan Check",11/12/2025,11/12/2025,"18038 Benson Rd Forestville [FOR]",071-321-019,$374.76,$0.00,"Remove(E) NG WH in the laundry room area Install (N) LIQ Propane WH in the same location."
BLD25-6942,Issued,"Building Permit No Plan Check",11/12/2025,11/12/2025,"311 De Chene Ave Agua Caliente [AGU]",056-291-005,$374.76,$0.00,"removal of existing 100 amp zinsco and upgrading to a 200 amp panel"
BLD25-6944,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"12805 Henno Rd Glen Ellen [GLE]",053-110-037,$374.76,$0.00,"REMOVE AND REPLACE GAS TANKLESS WATER HEATER ON EXTERIOR WALL. LIKE FOR LIKE SAME LOCATION."
BLD25-6946,Finaled,"Building Permit No Plan Check",11/13/2025,11/13/2025,"5489 Corbett Cir Windsor [WIN]",039-351-030,$374.76,$0.00,"REMOVE AND REPLACE 40 GALLON GAS WATER HEATER IN GARAGE. LIKE FOR LIKE SAME LOCATION."
BLD25-6947,Finaled,"Building Permit No Plan Check",11/13/2025,11/13/2025,"3227 Edison St Graton [GRA]",130-101-038,$374.76,$0.00,"REMOVE AND REPLACE 40 GALLON GAS WATER HEATER IN GARAGE. LIKE FOR LIKE SAME LOCATION."
BLD25-6948,Finaled,"Building Permit No Plan Check",11/13/2025,11/13/2025,"656 Sparkes Rd Twin Hills [TWI]",063-320-005,$374.76,$0.00,"Install ductless air handler and heat pump."
BLD25-6950,Issued,"Building Permit No Plan Check",11/13/2025,11/18/2025,"10905 Moonshine Rd Twin Hills [TWI]",073-030-029,$552.31,$0.00,"SFD, Install hardiplank siding over existing plywood siding"
BLD25-6952,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"2051 Laughlin Rd Santa Rosa [SRO]",059-180-020,$374.76,$0.00,"RPLC (E) POWER POLE 200A"
BLD25-6955,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"918 Dorthel St Twin Hills [TWI]",060-270-056,$553.37,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-6956,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"372 Sparkes Rd Twin Hills [TWI]",063-310-003,$374.76,$0.00,"Upgrade existing 100A Zinsco Sylvania electrical meter main panel to a new, code-compliant 100A meter main panel with modern breakers"
BLD25-6957,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"5059 Deerwood Dr Windsor [WIN]",058-331-041,$374.76,$0.00,"FOR SFD, 60' R8 DUCTWORK CHANGE OUT IN CRAWLSPACE."
BLD25-6958,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"710 Deer Creek Ln Petaluma [PET]",019-310-025,$374.76,$0.00,"Furnace and AC replacement. Removal the existing system and install the new model # PVA-AA42NL # PUZ- AK42NL."
BLD25-6959,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"4314 Sonoma Mountain Rd Bennett Valley [BEN]",049-071-025,$374.76,$0.00,"Residential: INSTALL 2.5T, 15.2 SEER2 AC IN THE BACK YARD"
BLD25-6965,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"19300 Coleman Valley Rd Bodega Bay [BBY]",101-090-013,$374.76,$0.00,"Remove(E) NG WH Located in mechanical room Install(N) TANKLESS WH LP in same location With designated gas line."
BLD25-6966,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"11250 Barnett Valley Rd Twin Hills [TWI]",073-071-066,$374.76,$0.00,"Replacing 100 AMP panel like for like (no added loads)"
BLD25-6967,Finaled,"Building Permit No Plan Check",11/13/2025,11/13/2025,"10300 Brooks Rd Windsor [WIN]",161-080-002,$627.85,$0.00,"SFD-RE-ROOF T/O EXISTING COMP 1 LATER INSTALL GAF HDZ CLASS A IN WEATHERED WOOD 37 DQUARES PITCH 5/12 NO RESHEETING SELF CERTIFY"
BLD25-6970,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"7775 Apple Blossom Ln Graton [GRA]",060-400-041,$374.76,$0.00,"MSP upgrade 200A like-for-like"
BLD25-6971,Issued,"Building Permit No Plan Check",11/13/2025,11/19/2025,"1045 Butler Ave Bellevue [BEL]",134-061-006,$374.76,$0.00,"Install Mini Split heat Pump To the left side of the back yard, Install tw head units."
BLD25-6972,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"3575 Stony Point Rd Bellevue [BEL]",134-082-053,$786.04,,"LIKE FOR LIKE SIDING/ELEC REPAIR AFTER FIRE"
BLD25-6973,Issued,"Building Permit No Plan Check",11/13/2025,11/18/2025,"9353 Champs De Elysees Forestville [FOR]",082-102-030,$374.76,$0.00,"Replacing Heat Pump and Air Handler."
BLD25-6974,Issued,"Building Permit No Plan Check",11/13/2025,11/17/2025,"20771 Temelec Dr Sonoma [SON]",142-170-032,$374.76,$0.00,"2 BATH DRAIN REPIPE ABS 1 1/2"", 2"", 3"" APPROX 120'"
BLD25-6976,Issued,"Building Permit No Plan Check",11/13/2025,11/13/2025,"1029 Wild Rose Dr Santa Rosa [SRO]",037-022-017,$374.76,$0.00,"replaced furnace"
BLD25-6978,Issued,"Building Permit No Plan Check",11/14/2025,11/14/2025,"3938 Piner Rd Santa Rosa [SRO]",057-022-002,$374.76,$0.00,"Install (1) Mitsubishi 4 ton outdoor heat pump unit. Install (1) Mitsubishi 4 ton air handler."
BLD25-6981,Issued,"Building Permit No Plan Check",11/14/2025,11/14/2025,"1958 Moraga Dr Santa Rosa [SRO]",044-173-008,$374.76,,"Install new 9K Lennox heat pump on the left side of the home."
BLD25-6982,Issued,"Building Permit No Plan Check",11/14/2025,11/14/2025,"17200 Keaton Ave Agua Caliente [AGU]",056-213-023,$374.76,$0.00,"Main Service Electric Panel Upgrade"
BLD25-6984,Issued,"Building Permit No Plan Check",11/14/2025,11/14/2025,"13365 Bodega Hwy Twin Hills [TWI]",026-090-008,$553.47,$0.00,"T/O 18 SQ COMP SHINGLES; REROOF WITH CLASS A RATED COMP SHINGLES AT PITCHED ROOF AND CLASS A RATED APP TORCH DOWN AT LOW SLOPE ROOF; SFD; SELF CERT"
BLD25-6989,Issued,"Building Permit No Plan Check",11/14/2025,11/14/2025,"21891 Russian River Ave Monte Rio [MRO]",095-052-002,$402.75,$0.00,"install new roofing material"
BLD25-6990,Finaled,"Building Permit No Plan Check",11/14/2025,11/14/2025,"9601 Occidental Rd Twin Hills [TWI]",061-100-071,$374.76,$0.00,"mitsubishi ductless mini splitt. one outdoor unit 2 indoor wall mount units"
BLD25-6992,Issued,"Building Permit No Plan Check",11/14/2025,11/14/2025,"4273 Hessel Rd Sebastopol [SEB]",062-092-008,$553.38,$0.00,"T/O 30 SQ COMP SHINGLES; REROOF WITH CLASS A RATED COMP SHINGLES; SFD; SELF CERT."
BLD25-6993,Issued,"Building Permit No Plan Check",11/14/2025,11/18/2025,"4595 Creekmont Ct Rincon Valley [RIN]",029-050-070,$374.76,$0.00,"REPLACE DUCTWORK (15 SUPPLIES) IN CRAWLSPACE"
BLD25-6994,"Awaiting Applicant Response","Building Permit No Plan Check",11/14/2025,,"850 Grove St Agua Caliente [AGU]",052-364-032,$0.00,$0.00,"Changing out single electrical meter panel to a two meter panel"
BLD25-6996,Finaled,"Building Permit No Plan Check",11/14/2025,11/14/2025,"20178 Osprey Dr Bodega Bay [BBY]",100-420-020,$555.43,$0.00,"Tear off and reroof 30 squares with a class a fire rated roof system using GAF Tiger Paw underlayment and GAF Lifetime Shingle. Self Cert."
BLD25-6997,Issued,"Building Permit No Plan Check",11/14/2025,11/18/2025,"6678 Norcliff Dr Twin Hills [TWI]",063-200-008,$374.76,$0.00,"SPLIT SYSTEM CONVERSION (GAS TO ELECTRIC) HEAT PUMP AND AIR HANDLER. 3 TON, 19.5 SEER2, 9.2 HSPF2. HEAT PUMP-LEFT SIDE YARD, AIR HANDLER-CLOSET"
BLD25-6998,Issued,"Building Permit No Plan Check",11/14/2025,11/18/2025,"110 Anthony Ct Agua Caliente [AGU]",056-433-093,$374.76,$0.00,"REPLACE DUCTWORK (10 SUPPLIES) IN CRAWLSPACE"
BLD25-6999,Issued,"Building Permit No Plan Check",11/14/2025,11/14/2025,"21145 Via Colombard Sonoma [SON]",142-260-030,$554.26,$0.00,"21145 Vía Colombard, Sonoma, CA 95476 - Remove existing asphalt shingles and install new asphalt shingles to the 13 square shingle section - Install GAF EverGuard TPO Single Ply Overlay Roofing System on Low Slope. Low slope section currently has sufficient slope to existing drains.) - Class A Installation - Self Certification"
BLD25-7003,Issued,"Building Permit No Plan Check",11/16/2025,11/16/2025,"2107 Chester Dr Penngrove [PEN]",047-271-005,$374.76,$0.00,"replacing water heater with on demand heater."
BLD25-7012,Issued,"Building Permit No Plan Check",11/17/2025,11/17/2025,"140 Surfbird Ct Bodega Bay [BBY]",100-252-043,$374.76,$0.00,"EMERGENCY 200A PANEL REPLACEMENT SERVING SFD"
BLD25-7013,Issued,"Building Permit No Plan Check",11/17/2025,11/18/2025,"1258 Wood Rd Santa Rosa [SRO]",034-030-028,$374.76,$0.00,"Install a Mini Split System at 1258 Wood Rd M# MXZ-5D36NL"
BLD25-7014,Issued,"Building Permit No Plan Check",11/17/2025,11/17/2025,"5414 Hessel Ave Twin Hills [TWI]",062-114-001,$556.56,$0.00,"Dry Rot Repair to Exterior of Residence Including all Siding/Plywood to find extent of damages"
BLD25-7021,Finaled,"Building Permit No Plan Check",11/17/2025,11/18/2025,"20771 Temelec Dr Sonoma [SON]",142-170-032,$374.76,$0.00,"FURNACE CHANGE OUT 60K BTU, 80 AFUE - GARAGE, DUCTWORK REPLACEMENT (7 SUPPLIES, 1 RETURN)"
BLD25-7023,Issued,"Building Permit No Plan Check",11/17/2025,11/17/2025,"4385 Bodega Ave Petaluma [PET]",021-081-028,$374.76,$0.00,"change 200-amp main electrical meter panel to new 200-amp main electrical panel."
BLD25-7025,Issued,"Building Permit No Plan Check",11/17/2025,11/17/2025,"9668 MILL STATION Rd Twin Hills [TWI]",061-100-028,$554.26,$0.00,"Re-roof primary residence with 24 gauge snap lock metal roofing, including gutters and downspouts. 23 squares."
BLD25-7026,Issued,"Building Permit No Plan Check",11/17/2025,11/17/2025,"20930 Hyde Rd Sonoma [SON]",126-042-014,$555.63,$0.00,"SFD Dwelling - re-roof. Single Story. Asphalt shingle to asphalt shingle. tear-off and re-roof"
BLD25-7028,Issued,"Building Permit No Plan Check",11/17/2025,11/17/2025,"16 Temelec Cir Sonoma [SON]",142-140-049,$552.12,$0.00,"Sweep off existing roof material. Replace with foam overlay. 6 squares. Only 6 squares flat portion of roof."
BLD25-7031,Issued,"Building Permit No Plan Check",11/17/2025,11/17/2025,"2809 Pleasant Hill Rd Twin Hills [TWI]",076-141-018,$553.32,$0.00,"DETACHED GARAGE ONLY: TEAR OFF, RESHEET AND REROOF WITH 13 SQUARES OF NEW GAF HIGH DEF SHINGLES. PLACE NEW VENTS, CAPS AND JACKS. INSTALL (2) NEW SKYLIGHTS AND FLASHINGS."
BLD25-7032,Issued,"Building Permit No Plan Check",11/17/2025,11/17/2025,"2857 Rio Lindo Ave Healdsburg [HEA]",087-070-006,$374.76,$0.00,"Replace 100a OH fed Zinsco electric meter panel with 200a OH panel, same location, no added load. SFD"
BLD25-7034,Issued,"Building Permit No Plan Check",11/17/2025,11/18/2025,"5537 Windsor Rd Windsor [WIN]",066-260-037,$552.31,$0.00,"SFD, replacing siding trim & windows like for like"
BLD25-7035,Issued,"Building Permit No Plan Check",11/17/2025,11/17/2025,"256 SPYGLASS Ct Bodega Bay [BBY]",100-340-078,$555.31,$0.00,"SFD; 35sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-7036,Finaled,"Building Permit No Plan Check",11/17/2025,11/17/2025,"61 Center Rd Petaluma [PET]",113-120-068,$374.76,$0.00,"Remove(E) NG WH located in garage Install(N) NG WH in the same location."
BLD25-7045,Issued,"Building Permit No Plan Check",11/18/2025,11/21/2025,"163 Hop Ranch Rd Windsor [WIN]",058-341-030,$374.76,$0.00,"Replace furnace located in the garage, replace five duct runs located in the crawl space like for like in the same location."
BLD25-7046,Issued,"Building Permit No Plan Check",11/18/2025,11/18/2025,"20857 Burndale Rd Sonoma [SON]",126-052-012,$374.76,$0.00,"In main house, install (1) 12,000 BTU Mitsubishi one way ceiling cassette. Install (1) 18,000 BTU Mitsubishi one way ceiling cassette. Install (1) 30,000 BTU Mitsubishi multi-zone outdoor heat pump unit. In barn, install 30,000 BTU Mitsubishi outdoor heat pump unit. Install 2.5 ton Mitsubishi multi-zone air handler."
BLD25-7047,Issued,"Building Permit No Plan Check",11/18/2025,11/18/2025,"363 Sanderling Ct Bodega Bay [BBY]",100-242-047,$374.76,$0.00,"200amp to 200amp mpu"
BLD25-7048,Issued,"Building Permit No Plan Check",11/18/2025,11/18/2025,"925 Joy Rd Bodega Bay [BBY]",103-100-058,$552.81,$0.00,"REPLACE 4 WINDOWS & 1 PATIO DOOR WITH NAIL FIN VINYL WINDOWS AND RETROFIT VINYL PATIO DOOR."
BLD25-7049,Issued,"Building Permit No Plan Check",11/18/2025,11/29/2025,"3201 Napa Rd Sonoma [SON]",126-102-017,$374.76,$0.00,"Septic Electric 189 to final Septic Permit SEP20-0044 (3201 Napa Rd)"
BLD25-7050,Issued,"Building Permit No Plan Check",11/18/2025,11/18/2025,"918 Seaeagle Loop Bodega Bay [BBY]",100-430-007,$552.14,$0.00,"Remove composition roofing on front elevation over existing corner window only. Install class A composition roofing per manufacturers specifications on the aforementioned area. 6 squares."
BLD25-7051,Issued,"Building Permit No Plan Check",11/18/2025,11/18/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$374.76,$0.00,"For Apt #134: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,750.00"
BLD25-7052,Issued,"Building Permit No Plan Check",11/18/2025,11/18/2025,"326 Mark West Station Rd Windsor [WIN]",059-284-002,$374.76,$0.00,"Pump House Electrical Sub Panel Replacement"
BLD25-7053,Issued,"Building Permit No Plan Check",11/18/2025,11/18/2025,"3949 Vine Hill Rd 1 Graton [GRA]",130-050-027,$374.76,$0.00,"Install 100A Critical load panel and 100A Anker Brand Transfer switch for use with Anker Battery backup system."
BLD25-7056,Issued,"Building Permit No Plan Check",11/18/2025,11/18/2025,"600 Michael Dr Agua Caliente [AGU]",127-102-025,$555.65,$0.00,"Re-roof - Demo all existing roof approx. 4,000 Sq Ft. (1 layer). Remove all existing vents and flashing. Install new synthetic underlayment waterproofing on top of the existing plywood approx. 4,000 Sq Ft. Install all new flashing, new vents and new shingles approx. 4,000 Sq Ft."
BLD25-7057,Issued,"Building Permit No Plan Check",11/18/2025,11/18/2025,"4322 Sonoma Mountain Rd Bennett Valley [BEN]",049-071-029,$374.76,$0.00,"We are going to change out the existing 200amp Challenger meter main panel with a new 200 amp Eaton meter main panel in the same location. because the insurance company is asking for this to be done."
BLD25-7060,Issued,"Building Permit No Plan Check",11/19/2025,11/19/2025,"3532 Skillman Ln Petaluma [PET]",021-122-010,$374.76,$0.00,"Replace water heater. 40 gallon gas. Same location."
BLD25-7067,Issued,"Building Permit No Plan Check",11/19/2025,11/20/2025,"19504 Franquelin Pl Agua Caliente [AGU]",052-800-008,$374.76,$0.00,"SFD Main Panel Replacement 100A (like for like), Install (N) Recessed Lighting, LED Lighting, Devices/Plates throughout. Wiring to be Fished in Walls"
BLD25-7068,Finaled,"Building Permit No Plan Check",11/19/2025,11/19/2025,"2657 Olsen Rd Twin Hills [TWI]",076-120-046,$552.29,$0.00,"Reroof - full reroof with tear off, GAF comp shingles, Tiger Paw underlayment. on Detached Garage"
BLD25-7069,Issued,"Building Permit No Plan Check",11/19/2025,11/19/2025,"4365 Hessel Rd Sebastopol [SEB]",,$555.51,$0.00,"SFD, Reroof and tearoff, GAF comp Shingles, replace 1 1/8 dry rot in overhang 062-092-010"
BLD25-7070,Issued,"Building Permit No Plan Check",11/19/2025,11/19/2025,"216 De Chene Ave Agua Caliente [AGU]",056-201-021,$374.76,$0.00,"200A (E) PANEL CHANGE OUT/UPGRADE"
BLD25-7072,"Awaiting Applicant Response","Building Permit No Plan Check",11/19/2025,,"Bellevue [BEL]",134-256-005,$374.76,$0.00,"Install ""New"" 125A PG&E service. This new service will be powering up existing well pump."
BLD25-7073,Issued,"Building Permit No Plan Check",11/19/2025,11/19/2025,"1160 Hwy 116 N Twin Hills [TWI]",060-311-022,$553.10,$0.00,"SFD. Single Story. Asphalt Shingle to Asphalt shingle."
BLD25-7074,Issued,"Building Permit No Plan Check",11/19/2025,11/24/2025,"31 Ely Rd Penngrove [PEN]",047-214-016,$374.76,$0.00,"SFD, Replace (9) Runs of Ducting"
BLD25-7076,Issued,"Building Permit No Plan Check",11/19/2025,11/19/2025,"4809 Pressley Rd Bennett Valley [BEN]",049-101-014,$374.76,$0.00,"SFD- REPLACE FURNACE IN CRAWL SPACE"
BLD25-7080,Issued,"Building Permit No Plan Check",11/19/2025,11/24/2025,"17365 Buena Vista Ave Agua Caliente [AGU]",056-262-027,$374.76,$0.00,"SFD, Install EVCS, Tesla 48A inside attached garage"
BLD25-7083,Issued,"Building Permit No Plan Check",11/19/2025,11/20/2025,"1325 Wilson Rd Cloverdale [CLO]",116-220-001,$374.76,$0.00,"Install high efficiency dual zone electric split heat pump system."
BLD25-7088,Issued,"Building Permit No Plan Check",11/20/2025,11/20/2025,"20890 Heron Dr Bodega Bay [BBY]",100-242-041,$374.76,$0.00,"Replacement of 200amp sub panel, New 30A EV Outlet, & Replacing (3) Receptacles with GFI in Kitchen"
BLD25-7089,Issued,"Building Permit No Plan Check",11/20/2025,11/20/2025,"1298 High School Rd Graton [GRA]",060-303-028,$553.58,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-7093,"Awaiting Applicant Response","Building Permit No Plan Check",11/20/2025,,"1883 London Ranch Rd Glen Ellen [GLE]",054-040-092,$0.00,$0.00,"Comm, Tear off (E) metal panels and install 18 sq (N) comp shingle with single layer of polypropylene underlayment to achieve class ""A"" fire rating."
BLD25-7094,Issued,"Building Permit No Plan Check",11/20/2025,11/20/2025,"3690 Wallace Rd Rincon Valley [RIN]",029-180-015,$374.76,$0.00,"Install new electrical backboard with a 320 amp continuous Meter main panel"
BLD25-7096,Finaled,"Building Permit No Plan Check",11/20/2025,11/20/2025,"773 Ernest Dr Agua Caliente [AGU]",127-440-008,$553.09,$0.00,"SFD, Reroof, Overlay 15 sqrs. Install Class A Comp."
BLD25-7100,Issued,"Building Permit No Plan Check",11/20/2025,11/20/2025,"10959 Westside Rd Forestville [FOR]",085-010-013,$374.76,$0.00,"MSP upgrade 200A like for like"
BLD25-7101,Issued,"Building Permit No Plan Check",11/20/2025,11/20/2025,"22296 Moscow Rd Monte Rio [MRO]",096-200-004,$552.86,$0.00,"Tear off and reroof - 1,500 SF"
BLD25-7103,Issued,"Building Permit No Plan Check",11/20/2025,11/20/2025,"17345 Hillside Ave Agua Caliente [AGU]",056-261-050,$552.68,$0.00,"TEAR OFF & RE-ROOF 21 SQUARES WITH CLASS A, LIFETIME GAF TIMBERLINE HDZ SHINGLES, SFD."
BLD25-7112,Issued,"Building Permit No Plan Check",11/20/2025,11/20/2025,"575 W Dry Creek Rd Healdsburg [HEA]",089-150-015,$374.76,$0.00,"Replace existing 200 amp Zinsco meter main panel with new 200 amp meter main panel."
BLD25-7114,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"2340 Laguna Rd Graton [GRA]",078-130-010,$374.76,$0.00,"100 to 200 main panel safety upgrade no added loads same location 100 amp sub panel safety replacment like for like same location"
BLD25-7115,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"19591 Redwood Dr Monte Rio [MRO]",094-250-052,$374.76,$0.00,"REPLACE EXISTING 100 AMP MAIN PANEL WITH NEW 200 AMP MAIN PANEL."
BLD25-7117,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"125 Ely Rd Penngrove [PEN]",137-020-101,$374.76,$0.00,"Install modern standard electrical 200 AMP sub-panel in place of existing smart panel"
BLD25-7119,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"47 McClure Ave Camp Meeker [CAM]",075-243-002,$374.76,$0.00,"replace furnace like for like"
BLD25-7126,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"510 Limelight Pl Windsor [WIN]",039-340-055,$553.57,$0.00,"SFD; 32sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-7127,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"814 Grandview Rd Twin Hills [TWI]",077-100-076,$560.26,$0.00,"T/O 40 SQ COMP SHINGLES; REROOF WITH CLASS A RATED COMP SHINGLES; SFD; SELF CERT"
BLD25-7128,Finaled,"Building Permit No Plan Check",11/21/2025,11/21/2025,"1426 Bloomfield Rd Twin Hills [TWI]",063-350-035,$402.77,$0.00,"Flat rear roof replacement- existing materials is single ply membrane 1 layer no tear over installing IB 50 mil white class a pvc membrane 5 squares, pitch 1/12 * self certify"
BLD25-7129,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"3000 Joy Rd Occidental [OCC]",073-220-054,$552.66,$0.00,"SFD- Partial Flat Center Re-Roof T/O exisitng tar and gravel roof one layer installing IB 50 mil pvc membrane class A in Gray, no resheeing, 5 squares, pitch flat . *self certify"
BLD25-7131,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"490 Lohrman Ln Petaluma [PET]",021-010-027,$553.48,$0.00,"490-492 ENTIRE BUILDING: TEAR OFF AND REROOF WITH 30 SQUARES OF NEW GAF HDZ SHINGLES."
BLD25-7132,"Pre- Due","Building Permit No Plan Check",11/21/2025,,"3615 Skillman Ln Petaluma [PET]",021-125-012,$552.31,$0.00,"SFD_ REROOF APPROX 42 SQS COMP SHINGLE"
BLD25-7137,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"220 Temelec Cir Sonoma [SON]",142-170-018,$552.10,$0.00,"T/O 10 SQ COMP SHINGLES; REROOF WITH CLASS A RATED COMP SHINGLES; DETACHED POOL HOUSE; SELF CERT"
BLD25-7138,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"1380 Mission Dr Sonoma [SON]",142-154-034,$402.82,$0.00,"T/O 2 SQ COMP SHINGLES; REROOF WITH CLASS A RATED COMP SHINGLES AT PITCHED ROOF AND CLASS A RATED APP TORCH DOWN AT FLAT ROOF; POOL HOUSE; SELF CERT"
BLD25-7140,Issued,"Building Permit No Plan Check",11/21/2025,11/26/2025,"788 Ferguson Rd Twin Hills [TWI]",077-120-026,$374.76,$0.00,"Installing a furnace and 11 runs of R8"
BLD25-7141,"Awaiting Applicant Response","Building Permit No Plan Check",11/21/2025,,"3350 Calistoga Rd Rincon Valley [RIN]",028-290-043,$0.00,$0.00,"Replace gas line with new, from existing diesel generator in shed to existing holding tank. Including: 1. PE Fuel Pipe – 1"" PE 4710, SDR 11, UL 971-listed for petroleum liquids. 2. Con-Stab Mechanical Fittings – UL 971-listed stab-in couplings – NO heat fusion. 3. #14 AWG tracer wire taped every 5 ft, terminated in (2) above-grade test stations. 4. Black steel riser at tank and shed, epoxy-coated for weather/corrosion protection. 5. Listed PE-to-steel transition fittings. 6. Pressure test – 1.5× operating pressure (min. 50 psi) for 1 hour, zero leakage. 7. Burial warning tape (yellow “CAUTION: DIESEL FUEL LINE BELOW”) supplied to customer for placement 12"" above pipe."
BLD25-7142,Issued,"Building Permit No Plan Check",11/21/2025,11/21/2025,"719 Madison Dr Agua Caliente [AGU]",052-202-005,$374.76,$0.00,"100AMP LIKE FOR LIKE CHANGEOUT SERVING HOUSE"
BLD25-7143,Issued,"Building Permit No Plan Check",11/21/2025,11/25/2025,"21855 Hyde Rd Sonoma [SON]",126-083-002,$374.76,$0.00,"Replace existing furnace & AC. Tie into all existing electrical, flue and supply ducting."
BLD25-7145,"Pre- Due","Building Permit No Plan Check",11/21/2025,,"1315 Yuba Dr Bellevue [BEL]",035-221-010,$374.76,$0.00,"Replace furnace with air handler located in the attic, add heat pump located on the left side of the house."
BLD25-7146,Issued,"Building Permit No Plan Check",11/22/2025,11/22/2025,"39061 Hedgegate Rd Sea Ranch [SEA]",156-120-014,$374.76,$0.00,"FURNACE CHANGE OUT 36K BTU, 97 AFUE IN CRAWLSPACE"
BLD25-7153,Issued,"Building Permit No Plan Check",11/23/2025,11/23/2025,"5051 Deerwood Dr Windsor [WIN]",058-331-039,$553.16,$0.00,"remove and replace roof with class a composition shingle"
BLD25-7154,Issued,"Building Permit No Plan Check",11/23/2025,11/23/2025,"152 Horn Ave Petaluma [PET]",021-152-012,$552.65,$0.00,"Full reroof with tear off, GAF comp shingles, over tiger paw underlayment."
BLD25-7157,Issued,"Building Permit No Plan Check",11/24/2025,11/24/2025,"12310 Fiori Ln Twin Hills [TWI]",080-060-079,$374.76,$0.00,"Replace 200amp main panel"
BLD25-7158,Issued,"Building Permit No Plan Check",11/24/2025,11/25/2025,"28 McClure Ave Camp Meeker [CAM]",075-243-009,$552.60,$0.00,"SFD, REPLACE 8 WINDOWS WITH NAIL FIN VINYL WINDOWS."
BLD25-7159,Issued,"Building Permit No Plan Check",11/24/2025,11/24/2025,"110 Theresa Dr Cloverdale [CLO]",117-020-022,$552.58,$0.00,"Tear-off & re-shingle 14sq"
BLD25-7160,Issued,"Building Permit No Plan Check",11/24/2025,11/26/2025,"425 Grant Ave Healdsburg [HEA]",086-020-010,$374.76,$0.00,"INSTALL NEW 3 PHASE 120/240 V 100 AMP SERVICE FOR WELL"
BLD25-7161,Issued,"Building Permit No Plan Check",11/24/2025,11/24/2025,"1400 Big Cedar Ln Twin Hills [TWI]",063-360-003,$374.76,$0.00,"SFD-REPLACE FURNACE IN CRAWL SPACE."
BLD25-7163,Issued,"Building Permit No Plan Check",11/24/2025,11/25/2025,"285 Haverfield Ln Petaluma [PET]",048-121-054,$374.76,$0.00,"HVAC Changeout of existing furnace; replace like for like in existing location -- add AC condenser."
BLD25-7164,Issued,"Building Permit No Plan Check",11/24/2025,11/24/2025,"3115 Brayton Ln Petaluma [PET]",048-105-035,$374.76,$0.00,"Remove furnace and ac, replace with heat pump and air handler in same location."
BLD25-7166,Issued,"Building Permit No Plan Check",11/24/2025,11/25/2025,"4331 Panorama Dr Bennett Valley [BEN]",049-350-015,$374.76,$0.00,"SFD, Replace all horizontal drain lines under the house using ABS *11/25/25 Routed to Code Enforcement but work is unrelated to VBU24-0320*"
BLD25-7167,Issued,"Building Permit No Plan Check",11/24/2025,11/24/2025,"2095 Buena Vista Ave Healdsburg [HEA]",087-171-007,$374.76,$0.00,"Replace 40 gallon gas tank water heater located in an outdoor closet, like for like in the same location."
BLD25-7169,Issued,"Building Permit No Plan Check",11/24/2025,11/24/2025,"100 Davis Ln Penngrove [PEN]",047-232-041,$374.76,$0.00,"SFD-REPLACE FURNACE IN SAME LOCATION"
